1	2	3	4	5	6	7	8	9	10				1	2	3	4	5	6	7	8	9	10
25	97.2	94.075	90.95	87.825	84.7	82.344	79.988	77.632	75.276	72.92		25	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.027815821	0.028611678	0.029454418	0.03034831	0.031298156
26	97.2	94.075	90.95	87.825	84.7	82.344	79.988	77.632	75.276	72.92		26	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.027815821	0.028611678	0.029454418	0.03034831	0.031298156
27	97.2	94.075	90.95	87.825	84.7	82.344	79.988	77.632	75.276	72.92		27	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.027815821	0.028611678	0.029454418	0.03034831	0.031298156
28	97.2	94.075	90.95	87.825	84.7	82.344	79.988	77.632	75.276	72.92		28	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.027815821	0.028611678	0.029454418	0.03034831	0.031298156
29	97.2	94.075	90.95	87.825	84.7	82.344	79.988	77.632	75.276	72.92		29	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.027815821	0.028611678	0.029454418	0.03034831	0.031298156
30	97.2	94.075	90.95	87.825	84.7	82.344	79.988	77.632	75.276	72.92		30	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.027815821	0.028611678	0.029454418	0.03034831	0.031298156
31	97.2	94.075	90.95	87.825	84.7	82.344	79.988	77.632	75.276	72.92		31	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.027815821	0.028611678	0.029454418	0.03034831	0.031298156
32	97.2	94.075	90.95	87.825	84.7	82.344	79.988	77.632	75.276	72.92		32	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.027815821	0.028611678	0.029454418	0.03034831	0.031298156
33	97.2	94.075	90.95	87.825	84.7	82.344	79.988	77.632	75.276	72.92		33	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.027815821	0.028611678	0.029454418	0.03034831	0.031298156
34	97.2	94.075	90.95	87.825	84.7	82.344	79.988	77.632	75.276	72.92		34	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.027815821	0.028611678	0.029454418	0.03034831	0.031298156
35	97.2	94.075	90.95	87.825	84.7	82.47	80.24	78.01	75.78	73.55		35	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.026328217	0.027040136	0.027791625	0.028586079	0.02942729
36	97.2	94.075	90.95	87.825	84.7	82.47	80.24	78.01	75.78	73.55		36	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.026328217	0.027040136	0.027791625	0.028586079	0.02942729
37	97.2	94.075	90.95	87.825	84.7	82.47	80.24	78.01	75.78	73.55		37	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.026328217	0.027040136	0.027791625	0.028586079	0.02942729
38	97.2	94.075	90.95	87.825	84.7	82.47	80.24	78.01	75.78	73.55		38	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.026328217	0.027040136	0.027791625	0.028586079	0.02942729
39	97.2	94.075	90.95	87.825	84.7	82.47	80.24	78.01	75.78	73.55		39	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.026328217	0.027040136	0.027791625	0.028586079	0.02942729
40	97.2	94.075	90.95	87.825	84.7	82.47	80.24	78.01	75.78	73.55		40	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.026328217	0.027040136	0.027791625	0.028586079	0.02942729
41	97.2	94.075	90.95	87.825	84.7	82.47	80.24	78.01	75.78	73.55		41	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.026328217	0.027040136	0.027791625	0.028586079	0.02942729
42	97.2	94.075	90.95	87.825	84.7	82.47	80.24	78.01	75.78	73.55		42	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.026328217	0.027040136	0.027791625	0.028586079	0.02942729
43	97.2	94.075	90.95	87.825	84.7	82.47	80.24	78.01	75.78	73.55		43	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.026328217	0.027040136	0.027791625	0.028586079	0.02942729
44	97.2	94.075	90.95	87.825	84.7	82.47	80.24	78.01	75.78	73.55		44	0.028	0.032150206	0.033218177	0.034359538	0.035582124	0.026328217	0.027040136	0.027791625	0.028586079	0.02942729
45	97.9	94.6	91.3	88	84.7	82.594	80.488	78.382	76.276	74.17		45	0.021	0.033707865	0.034883721	0.036144578	0.0375	0.024864227	0.02549822	0.026165391	0.026868414	0.027610257
46	97.9	94.6	91.3	88	84.7	82.594	80.488	78.382	76.276	74.17		46	0.021	0.033707865	0.034883721	0.036144578	0.0375	0.024864227	0.02549822	0.026165391	0.026868414	0.027610257
47	97.9	94.6	91.3	88	84.7	82.594	80.488	78.382	76.276	74.17		47	0.021	0.033707865	0.034883721	0.036144578	0.0375	0.024864227	0.02549822	0.026165391	0.026868414	0.027610257
48	97.9	94.6	91.3	88	84.7	82.594	80.488	78.382	76.276	74.17		48	0.021	0.033707865	0.034883721	0.036144578	0.0375	0.024864227	0.02549822	0.026165391	0.026868414	0.027610257
49	97.9	94.6	91.3	88	84.7	82.594	80.488	78.382	76.276	74.17		49	0.021	0.033707865	0.034883721	0.036144578	0.0375	0.024864227	0.02549822	0.026165391	0.026868414	0.027610257
50	97.9	94.6	91.3	88	84.7	82.594	80.488	78.382	76.276	74.17		50	0.021	0.033707865	0.034883721	0.036144578	0.0375	0.024864227	0.02549822	0.026165391	0.026868414	0.027610257
