"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"all.symptomatic"
"3680"	0.73	0	0.001996	0.266	0	0	0	0.002	4e-06
"3681"	0.968	0.002	0	0.028	0	0	0	0.002	0
"3682"	0.958	0.004	0.001996	0.036	0	0	0	0	4e-06
"3683"	0.928	0	0	0.072	0	0	0	0	0
"3684"	0.998	0	0	0.002	0	0	0	0	0
"3685"	0.804	0.01	0.003984	0.18	0.001996	0	0	0	2e-05
"3686"	0.974	0	0	0.026	0	0	0	0	0
"3687"	0.886	0.002	0	0.112	0	0	0	0	0
"3688"	0.956	0	0	0.044	0	0	0	0	0
"3689"	0.988	0	0	0.012	0	0	0	0	0
"3690"	1	0	0	0	0	0	0	0	0
"3691"	0.998	0	0	0.002	0	0	0	0	0
"3692"	0.95	0.002	0	0.048	0	0	0	0	0
"3693"	0.93	0	0	0.07	0	0	0	0	0
"3694"	0.94	0	0	0.06	0	0	0	0	0
"3695"	0.996	0	0	0.004	0	0	0	0	0
"3696"	0.99	0	0	0.01	0	0	0	0	0
"3697"	0.976	0	0	0.024	0	0	0	0	0
"3698"	1	0	0	0	0	0	0	0	0
"3699"	0.996	0	0	0.004	0	0	0	0	0
"3700"	1	0	0	0	0	0	0	0	0
"3701"	0.852	0.006	0	0.142	0	0	0	0	0
"3702"	0.922	0	0	0.078	0	0	0	0	0
"3703"	0.962	0	0	0.038	0	0	0	0	0
"3704"	0.932	0	0	0.068	0	0	0	0	0
"3705"	0.996	0	0	0.004	0	0	0	0	0
"3706"	0.99	0	0	0.01	0	0	0	0	0
"3707"	1	0	0	0	0	0	0	0	0
"3708"	0.978	0	0	0.022	0	0	0	0	0
"3709"	0.674	0.006	0.001996	0.318	0	0	0	0	4e-06
"3710"	0.592	0.006	0	0.398	0	0	0	0.004	0
"3711"	0.994	0	0	0.006	0	0	0	0	0
"3712"	0.974	0	0	0.026	0	0	0	0	0
"3713"	0.976	0	0	0.024	0	0	0	0	0
"3714"	0.796	0.004	0	0.2	0	0	0	0	0
"3715"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3716"	0.998	0	0	0.002	0	0	0	0	0
"3717"	0.974	0	0	0.026	0	0	0	0	0
"3718"	0.826	0.006	0	0.168	0	0	0	0	0
"3719"	0.998	0	0	0.002	0	0	0	0	0
"3720"	0.96	0	0	0.04	0	0	0	0	0
"3721"	0.994	0	0	0.006	0	0	0	0	0
"3722"	0.978	0	0	0.022	0	0	0	0	0
"3723"	1	0	0	0	0	0	0	0	0
"3724"	0.804	0.002	0.001996	0.186	0	0	0.003984	0.002	2e-05
"3725"	0.792	0.008	0	0.2	0	0	0	0	0
"3726"	0.992	0	0	0.008	0	0	0	0	0
"3727"	0.874	0	0	0.124	0	0	0	0.002	0
"3728"	0.818	0.004	0	0.178	0	0	0	0	0
"3729"	0.966	0.002	0	0.032	0	0	0	0	0
"3730"	0.994	0	0	0.006	0	0	0	0	0
"3731"	0.994	0	0	0.006	0	0	0	0	0
"3732"	0.908	0	0.002	0.09	0	0	0	0	0
"3733"	0.764	0	0	0.236	0	0	0	0	0
"3734"	0.974	0	0	0.026	0	0	0	0	0
"3735"	0.986	0	0	0.014	0	0	0	0	0
"3736"	0.912	0	0	0.088	0	0	0	0	0
"3737"	0.976	0	0	0.024	0	0	0	0	0
"3738"	0.704	0.004	0	0.29	0	0	0	0.002	0
"3739"	0.62	0.006	0.002	0.368	0	0	0	0.004	0
"3740"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3741"	0.994	0	0	0.006	0	0	0	0	0
"3742"	0.868	0	0	0.132	0	0	0	0	0
"3743"	0.86	0.002	0	0.136	0.001996	0	0	0	4e-06
"3744"	0.996	0	0	0.004	0	0	0	0	0
"3745"	0.832	0.012	0	0.156	0	0	0	0	0
"3746"	0.84	0	0	0.16	0	0	0	0	0
"3747"	0.948	0	0	0.05	0	0.001996	0	0	4e-06
"3748"	0.936	0.002	0	0.062	0	0	0	0	0
"3749"	0.856	0.004	0.003984	0.136	0	0	0	0	1.6e-05
"3750"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3751"	0.896	0.004	0.003984	0.096	0	0	0	0	1.6e-05
"3752"	0.998	0	0	0.002	0	0	0	0	0
"3753"	0.898	0	0.001996	0.098	0	0	0	0.002	4e-06
"3754"	0.988	0	0	0.012	0	0	0	0	0
"3755"	0.994	0	0	0.006	0	0	0	0	0
"3756"	0.906	0.002	0	0.09	0	0	0	0.002	0
"3757"	0.964	0.004	0	0.032	0	0	0	0	0
"3758"	0.894	0	0	0.106	0	0	0	0	0
"3759"	0.962	0	0	0.038	0	0	0	0	0
"3760"	0.452	0.006	0.003984	0.524	0.003992	0	0	0.01	2.4e-05
"3761"	0.994	0	0	0.006	0	0	0	0	0
"3762"	0.968	0	0	0.032	0	0	0	0	0
"3763"	0.974	0	0	0.026	0	0	0	0	0
"3764"	0.998	0	0	0.002	0	0	0	0	0
"3765"	0.994	0	0	0.006	0	0	0	0	0
"3766"	0.866	0.004	0	0.128	0	0	0	0.002	0
"3767"	0.732	0.014	0	0.25	0	0	0	0.004	0
"3768"	1	0	0	0	0	0	0	0	0
"3769"	0.992	0.002	0	0.006	0	0	0	0	0
"3770"	0.732	0.002	0.001988	0.264	0	0	0	0	1.2e-05
"3771"	0.988	0	0	0.012	0	0	0	0	0
"3772"	0.866	0.006	0	0.126	0	0	0	0.002	0
"3773"	0.992	0.002	0	0.006	0	0	0	0	0
"3774"	0.986	0	0	0.014	0	0	0	0	0
"3775"	0.958	0.002	0	0.04	0	0	0	0	0
"3776"	1	0	0	0	0	0	0	0	0
"3777"	0.936	0	0	0.064	0	0	0	0	0
"3778"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3779"	0.912	0	0	0.088	0	0	0	0	0
"3780"	0.99	0	0	0.01	0	0	0	0	0
"3781"	0.992	0	0	0.008	0	0	0	0	0
"3782"	0.778	0.012	0.001996	0.204	0	0	0	0.004	4e-06
"3783"	0.91	0	0	0.09	0	0	0	0	0
"3784"	0.98	0	0	0.02	0	0	0	0	0
"3785"	0.85	0.004	0.003984	0.14	0	0	0	0.002	1.6e-05
"3786"	0.582	0.012	0.001996	0.402	0	0	0.002	0	4e-06
"3787"	1	0	0	0	0	0	0	0	0
"3788"	0.974	0	0	0.026	0	0	0	0	0
"3789"	0.968	0	0	0.032	0	0	0	0	0
"3790"	0.918	0	0	0.08	0	0	0	0.002	0
"3791"	0.688	0.012	0	0.294	0.001996	0	0	0.004	4e-06
"3792"	0.998	0	0	0.002	0	0	0	0	0
"3793"	1	0	0	0	0	0	0	0	0
"3794"	0.914	0.002	0	0.082	0	0.001996	0	0	4e-06
"3795"	0.878	0.002	0.001996	0.118	0	0	0	0	4e-06
"3796"	0.902	0.002	0	0.094	0	0	0	0.002	0
"3797"	0.866	0	0	0.132	0	0	0	0.002	0
"3798"	0.988	0	0	0.012	0	0	0	0	0
"3799"	0.988	0	0	0.012	0	0	0	0	0
"3800"	1	0	0	0	0	0	0	0	0
"3801"	0.994	0	0	0.006	0	0	0	0	0
"3802"	0.994	0	0	0.006	0	0	0	0	0
"3803"	0.962	0	0	0.036	0.001996	0	0	0	4e-06
"3804"	0.912	0	0	0.088	0	0	0	0	0
"3805"	0.868	0.004	0	0.126	0	0	0	0.002	0
"3806"	0.95	0.002	0	0.046	0.001996	0	0	0	4e-06
"3807"	0.994	0	0	0.006	0	0	0	0	0
"3808"	0.932	0	0	0.068	0	0	0	0	0
"3809"	0.882	0.006	0	0.11	0	0	0	0.002	0
"3810"	0.994	0	0	0.006	0	0	0	0	0
"3811"	0.734	0.008	0	0.254	0	0	0	0.004	0
"3812"	0.902	0	0.001996	0.096	0	0	0	0	4e-06
"3813"	0.95	0	0	0.05	0	0	0	0	0
"3814"	0.738	0.002	0	0.258	0.001996	0	0	0	4e-06
"3815"	0.782	0.006	0.001996	0.206	0	0	0	0.004	4e-06
"3816"	0.788	0.004	0	0.206	0	0	0.002	0	0
"3817"	0.838	0.004	0	0.156	0	0	0	0.002	0
"3818"	0.978	0	0	0.022	0	0	0	0	0
"3819"	0.936	0.002	0	0.062	0	0	0	0	0
"3820"	0.964	0	0	0.036	0	0	0	0	0
"3821"	0.964	0	0	0.036	0	0	0	0	0
"3822"	0.544	0.01	0.001996	0.44	0.001996	0	0	0.002	8e-06
"3823"	0.968	0.002	0	0.03	0	0	0	0	0
"3824"	1	0	0	0	0	0	0	0	0
"3825"	0.984	0.002	0	0.014	0	0	0	0	0
"3826"	0.98	0	0	0.02	0	0	0	0	0
"3827"	0.836	0.004	0	0.158	0	0	0	0.002	0
"3828"	0.932	0	0	0.068	0	0	0	0	0
"3829"	1	0	0	0	0	0	0	0	0
"3830"	0.932	0	0	0.068	0	0	0	0	0
"3831"	1	0	0	0	0	0	0	0	0
"3832"	0.844	0.002	0.001996	0.152	0	0	0	0	4e-06
"3833"	0.886	0	0	0.114	0	0	0	0	0
"3834"	0.996	0	0	0.004	0	0	0	0	0
"3835"	0.898	0.004	0	0.096	0	0	0	0.002	0
"3836"	0.964	0	0	0.036	0	0	0	0	0
"3837"	0.974	0	0	0.026	0	0	0	0	0
"3838"	0.992	0	0	0.008	0	0	0	0	0
"3839"	0.938	0	0	0.062	0	0	0	0	0
"3840"	0.84	0.006	0.003984	0.148	0	0	0.002	0	1.6e-05
"3841"	1	0	0	0	0	0	0	0	0
"3842"	0.988	0	0	0.012	0	0	0	0	0
"3843"	0.95	0	0	0.05	0	0	0	0	0
"3844"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3845"	0.992	0	0	0.008	0	0	0	0	0
"3846"	0.608	0.006	0.001996	0.384	0	0	0	0	4e-06
"3847"	0.998	0	0	0.002	0	0	0	0	0
"3848"	0.788	0.004	0.001996	0.2	0	0	0.001996	0.004	8e-06
"3849"	0.89	0.002	0	0.108	0	0	0	0	0
"3850"	0.974	0	0	0.026	0	0	0	0	0
"3851"	0.998	0	0	0.002	0	0	0	0	0
"3852"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3853"	0.954	0	0	0.046	0	0	0	0	0
"3854"	0.898	0	0	0.102	0	0	0	0	0
"3855"	0.868	0	0	0.132	0	0	0	0	0
"3856"	0.842	0.002	0.001996	0.154	0	0	0	0	4e-06
"3857"	0.894	0.004	0.001996	0.098	0	0	0	0.002	4e-06
"3858"	0.962	0	0	0.038	0	0	0	0	0
"3859"	0.946	0	0.001996	0.052	0	0	0	0	4e-06
"3860"	1	0	0	0	0	0	0	0	0
"3861"	0.832	0.004	0	0.162	0	0	0	0.002	0
"3862"	0.83	0	0	0.168	0	0.001996	0	0	4e-06
"3863"	0.986	0	0	0.014	0	0	0	0	0
"3864"	0.998	0	0	0.002	0	0	0	0	0
"3865"	0.86	0.002	0	0.136	0	0	0	0.002	0
"3866"	0.996	0	0	0.004	0	0	0	0	0
"3867"	0.906	0	0	0.092	0	0	0	0.002	0
"3868"	0.896	0	0	0.102	0	0	0	0.002	0
"3869"	0.98	0	0	0.02	0	0	0	0	0
"3870"	0.938	0	0	0.062	0	0	0	0	0
"3871"	0.96	0	0	0.04	0	0	0	0	0
"3872"	0.968	0.002	0	0.03	0	0	0	0	0
"3873"	0.782	0.002	0	0.216	0	0	0	0	0
"3874"	0.99	0	0	0.01	0	0	0	0	0
"3875"	0.986	0	0	0.014	0	0	0	0	0
"3876"	0.978	0	0	0.02	0	0	0	0.002	0
"3877"	1	0	0	0	0	0	0	0	0
"3878"	0.918	0.004	0	0.078	0	0	0	0	0
"3879"	0.532	0.006	0.003984	0.454	0.001996	0	0	0.002	2e-05
"3880"	0.966	0.002	0	0.032	0	0	0	0	0
"3881"	0.75	0.002	0.001996	0.246	0	0	0	0	4e-06
"3882"	0.688	0.002	0.003984	0.306	0	0	0	0	1.6e-05
"3883"	0.892	0.002	0.001996	0.1	0.001996	0	0	0.002	8e-06
"3884"	0.986	0	0	0.014	0	0	0	0	0
"3885"	0.644	0.004	0.003984	0.346	0	0	0	0.002	1.6e-05
"3886"	0.77	0.004	0.001996	0.224	0	0	0	0	4e-06
"3887"	0.992	0	0	0.008	0	0	0	0	0
"3888"	0.948	0.002	0	0.05	0	0	0	0	0
"3889"	0.908	0.002	0	0.09	0	0	0	0	0
"3890"	0.888	0	0	0.112	0	0	0	0	0
"3891"	0.848	0.004	0.001996	0.142	0.001996	0	0	0.002	8e-06
"3892"	0.906	0	0	0.094	0	0	0	0	0
"3893"	0.938	0	0.001996	0.06	0	0	0	0	4e-06
"3894"	0.972	0	0	0.028	0	0	0	0	0
"3895"	0.982	0	0	0.018	0	0	0	0	0
"3896"	0.956	0	0	0.044	0	0	0	0	0
"3897"	0.906	0.002	0	0.092	0	0	0	0	0
"3898"	0.908	0	0	0.09	0	0	0.001996	0	4e-06
"3899"	0.978	0.002	0	0.02	0	0	0	0	0
"3900"	0.912	0	0	0.088	0	0	0	0	0
"3901"	0.998	0	0	0.002	0	0	0	0	0
"3902"	0.74	0.004	0.005964	0.25	0	0	0	0	3.6e-05
"3903"	0.84	0.004	0.001996	0.154	0	0	0	0	4e-06
"3904"	0.842	0.004	0.001996	0.148	0.002	0	0	0.002	4e-06
"3905"	1	0	0	0	0	0	0	0	0
"3906"	0.992	0	0	0.008	0	0	0	0	0
"3907"	0.932	0.002	0	0.066	0	0	0	0	0
"3908"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3909"	0.932	0	0	0.068	0	0	0	0	0
"3910"	0.986	0	0	0.014	0	0	0	0	0
"3911"	0.996	0	0	0.004	0	0	0	0	0
"3912"	0.946	0.002	0.001996	0.05	0	0	0	0	4e-06
"3913"	1	0	0	0	0	0	0	0	0
"3914"	0.982	0	0	0.018	0	0	0	0	0
"3915"	0.638	0.006	0.001996	0.346	0.001996	0	0.001996	0.004	1.2e-05
"3916"	1	0	0	0	0	0	0	0	0
"3917"	0.98	0	0	0.02	0	0	0	0	0
"3918"	0.934	0.002	0	0.064	0	0	0	0	0
"3919"	0.978	0	0	0.022	0	0	0	0	0
"3920"	0.926	0.002	0	0.072	0	0	0	0	0
"3921"	0.926	0	0	0.074	0	0	0	0	0
"3922"	0.962	0.002	0	0.036	0	0	0	0	0
"3923"	0.962	0	0	0.038	0	0	0	0	0
"3924"	0.906	0.002	0	0.09	0	0	0	0.002	0
"3925"	0.99	0	0	0.01	0	0	0	0	0
"3926"	0.992	0	0	0.008	0	0	0	0	0
"3927"	0.62	0.006	0.003992	0.366	0.001996	0.001996	0	0	1.6e-05
"3928"	0.998	0	0	0.002	0	0	0	0	0
"3929"	0.902	0	0	0.098	0	0	0	0	0
"3930"	0.724	0.004	0	0.266	0	0	0	0.006	0
"3931"	0.97	0	0	0.03	0	0	0	0	0
"3932"	0.956	0	0	0.044	0	0	0	0	0
"3933"	0.906	0	0	0.092	0	0	0	0.002	0
"3934"	0.942	0	0	0.058	0	0	0	0	0
"3935"	0.944	0	0	0.056	0	0	0	0	0
"3936"	0.996	0	0	0.004	0	0	0	0	0
"3937"	0.912	0	0	0.086	0	0	0	0.002	0
"3938"	0.952	0	0	0.048	0	0	0	0	0
"3939"	0.922	0	0	0.078	0	0	0	0	0
"3940"	0.818	0	0	0.182	0	0	0	0	0
"3941"	0.962	0	0	0.038	0	0	0	0	0
"3942"	0.944	0	0	0.056	0	0	0	0	0
"3943"	0.99	0	0	0.01	0	0	0	0	0
"3944"	0.992	0	0	0.008	0	0	0	0	0
"3945"	0.98	0	0	0.02	0	0	0	0	0
"3946"	0.994	0	0	0.006	0	0	0	0	0
"3947"	0.568	0.006	0.001996	0.42	0	0	0.001996	0.002	8e-06
"3948"	0.976	0	0	0.024	0	0	0	0	0
"3949"	0.808	0.006	0	0.182	0	0	0	0.004	0
"3950"	0.97	0	0	0.03	0	0	0	0	0
"3951"	0.848	0	0	0.152	0	0	0	0	0
"3952"	0.526	0.004	0	0.464	0	0.001996	0	0.004	4e-06
"3953"	0.948	0	0	0.052	0	0	0	0	0
"3954"	0.968	0	0	0.032	0	0	0	0	0
"3955"	0.99	0	0	0.01	0	0	0	0	0
"3956"	0.994	0	0	0.006	0	0	0	0	0
"3957"	1	0	0	0	0	0	0	0	0
"3958"	1	0	0	0	0	0	0	0	0
"3959"	0.922	0	0	0.078	0	0	0	0	0
"3960"	0.996	0	0	0.004	0	0	0	0	0
"3961"	0.864	0.002	0.001996	0.13	0	0	0	0.002	4e-06
"3962"	0.68	0.004	0.005964	0.306	0	0	0	0.004	3.6e-05
"3963"	1	0	0	0	0	0	0	0	0
"3964"	0.8	0.004	0.002	0.19	0.001996	0	0	0.002	4e-06
"3965"	0.696	0.01	0	0.288	0	0	0	0.006	0
"3966"	0.81	0.002	0	0.186	0	0	0	0.002	0
"3967"	0.982	0	0	0.018	0	0	0	0	0
"3968"	0.95	0	0	0.05	0	0	0	0	0
"3969"	0.904	0.002	0	0.092	0	0	0	0.002	0
"3970"	0.914	0.002	0	0.08	0	0	0	0.004	0
"3971"	0.988	0	0	0.012	0	0	0	0	0
"3972"	0.89	0.004	0.001996	0.102	0	0	0	0.002	4e-06
"3973"	0.996	0	0	0.004	0	0	0	0	0
"3974"	0.972	0	0	0.028	0	0	0	0	0
"3975"	0.852	0.002	0.001996	0.144	0	0	0	0	4e-06
"3976"	0.896	0	0	0.104	0	0	0	0	0
"3977"	0.95	0	0	0.05	0	0	0	0	0
"3978"	0.976	0	0	0.024	0	0	0	0	0
"3979"	0.998	0	0	0.002	0	0	0	0	0
"3980"	0.966	0	0	0.034	0	0	0	0	0
"3981"	0.982	0	0	0.018	0	0	0	0	0
"3982"	0.92	0	0	0.08	0	0	0	0	0
"3983"	0.948	0.002	0	0.05	0	0	0	0	0
"3984"	0.982	0	0	0.018	0	0	0	0	0
"3985"	0.966	0	0	0.032	0	0	0	0.002	0
"3986"	0.97	0	0.001996	0.028	0	0	0	0	4e-06
"3987"	0.922	0.002	0	0.076	0	0	0	0	0
"3988"	0.962	0	0	0.038	0	0	0	0	0
"3989"	0.982	0	0	0.018	0	0	0	0	0
"3990"	0.95	0	0	0.05	0	0	0	0	0
"3991"	0.95	0.002	0	0.048	0	0	0	0	0
"3992"	0.994	0	0	0.006	0	0	0	0	0
"3993"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3994"	0.998	0	0	0.002	0	0	0	0	0
"3995"	0.84	0.006	0.001996	0.152	0	0	0	0	4e-06
"3996"	0.97	0	0	0.03	0	0	0	0	0
"3997"	0.986	0	0	0.014	0	0	0	0	0
"3998"	0.876	0	0	0.122	0	0	0	0.002	0
"3999"	0.954	0	0	0.046	0	0	0	0	0
"4000"	0.99	0	0	0.01	0	0	0	0	0
"4001"	0.944	0	0	0.056	0	0	0	0	0
"4002"	0.908	0	0	0.09	0.001996	0	0	0	4e-06
"4003"	0.994	0	0	0.006	0	0	0	0	0
"4004"	0.978	0	0	0.022	0	0	0	0	0
"4005"	0.9	0.004	0	0.096	0	0	0	0	0
"4006"	0.996	0	0	0.004	0	0	0	0	0
"4007"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4008"	1	0	0	0	0	0	0	0	0
"4009"	0.992	0	0	0.008	0	0	0	0	0
"4010"	0.912	0	0	0.088	0	0	0	0	0
"4011"	0.976	0	0	0.024	0	0	0	0	0
"4012"	0.846	0.006	0	0.142	0.002	0	0	0.004	0
"4013"	0.856	0	0.001996	0.142	0	0	0	0	4e-06
"4014"	0.982	0.002	0	0.016	0	0	0	0	0
"4015"	0.894	0	0	0.106	0	0	0	0	0
"4016"	0.952	0	0	0.048	0	0	0	0	0
"4017"	1	0	0	0	0	0	0	0	0
"4018"	0.986	0	0	0.014	0	0	0	0	0
"4019"	0.954	0	0	0.046	0	0	0	0	0
"4020"	0.984	0	0	0.016	0	0	0	0	0
"4021"	0.94	0	0	0.058	0.001996	0	0	0	4e-06
"4022"	0.984	0	0	0.016	0	0	0	0	0
"4023"	0.994	0	0	0.006	0	0	0	0	0
"4024"	0.954	0	0	0.046	0	0	0	0	0
"4025"	0.904	0	0.001996	0.094	0	0	0	0	4e-06
"4026"	1	0	0	0	0	0	0	0	0
"4027"	0.998	0	0	0.002	0	0	0	0	0
"4028"	0.934	0	0	0.066	0	0	0	0	0
"4029"	0.982	0	0	0.018	0	0	0	0	0
"4030"	0.858	0.008	0	0.13	0	0	0	0.004	0
"4031"	0.512	0.002	0	0.476	0	0	0.001996	0.008	4e-06
"4032"	0.996	0	0	0.004	0	0	0	0	0
"4033"	0.998	0	0	0.002	0	0	0	0	0
"4034"	0.98	0	0	0.02	0	0	0	0	0
"4035"	0.906	0	0	0.094	0	0	0	0	0
"4036"	0.958	0	0.001996	0.04	0	0	0	0	4e-06
"4037"	0.986	0	0	0.014	0	0	0	0	0
"4038"	0.832	0.006	0	0.16	0	0	0	0.002	0
"4039"	1	0	0	0	0	0	0	0	0
"4040"	0.856	0.004	0	0.138	0	0	0	0.002	0
"4041"	0.93	0	0	0.07	0	0	0	0	0
"4042"	0.978	0	0	0.022	0	0	0	0	0
"4043"	0.994	0	0	0.006	0	0	0	0	0
"4044"	0.994	0	0	0.006	0	0	0	0	0
"4045"	0.918	0	0.003984	0.076	0	0	0	0.002	1.6e-05
"4046"	0.89	0	0.001996	0.106	0	0	0.001996	0	8e-06
"4047"	0.956	0.002	0	0.042	0	0	0	0	0
"4048"	0.982	0.002	0	0.016	0	0	0	0	0
"4049"	0.994	0	0	0.006	0	0	0	0	0
"4050"	0.976	0	0	0.024	0	0	0	0	0
"4051"	0.94	0.004	0	0.056	0	0	0	0	0
"4052"	0.934	0	0	0.066	0	0	0	0	0
"4053"	0.996	0	0	0.004	0	0	0	0	0
"4054"	0.988	0	0	0.012	0	0	0	0	0
"4055"	0.554	0.014	0.005964	0.422	0	0	0	0.004	3.6e-05
"4056"	0.99	0	0	0.01	0	0	0	0	0
"4057"	0.898	0.002	0	0.1	0	0	0	0	0
"4058"	0.998	0	0	0.002	0	0	0	0	0
"4059"	0.966	0.002	0	0.032	0	0	0	0	0
"4060"	0.988	0	0	0.012	0	0	0	0	0
"4061"	0.956	0	0	0.044	0	0	0	0	0
"4062"	0.994	0	0	0.006	0	0	0	0	0
"4063"	0.912	0	0	0.088	0	0	0	0	0
"4064"	0.87	0	0	0.13	0	0	0	0	0
"4065"	0.996	0	0	0.004	0	0	0	0	0
"4066"	0.97	0	0	0.03	0	0	0	0	0
"4067"	0.972	0	0	0.028	0	0	0	0	0
"4068"	0.998	0	0	0.002	0	0	0	0	0
"4069"	0.984	0	0	0.016	0	0	0	0	0
"4070"	0.992	0	0	0.008	0	0	0	0	0
"4071"	0.966	0	0	0.034	0	0	0	0	0
"4072"	0.976	0	0	0.024	0	0	0	0	0
"4073"	0.676	0	0.001996	0.32	0	0	0	0.002	4e-06
"4074"	0.77	0.004	0	0.226	0	0	0	0	0
"4075"	0.942	0.002	0.002	0.054	0	0	0	0	0
"4076"	0.892	0	0	0.106	0	0	0	0.002	0
"4077"	0.936	0.004	0	0.06	0	0	0	0	0
"4078"	0.782	0.008	0.007936	0.196	0	0	0.001996	0.004	6.8e-05
"4079"	0.996	0	0	0.004	0	0	0	0	0
"4080"	0.888	0.002	0.001996	0.108	0	0	0	0	4e-06
"4081"	1	0	0	0	0	0	0	0	0
"4082"	0.958	0	0	0.042	0	0	0	0	0
"4083"	0.824	0	0.001996	0.172	0.001996	0	0	0	8e-06
"4084"	0.874	0.002	0	0.124	0	0	0	0	0
"4085"	0.856	0	0	0.144	0	0	0	0	0
"4086"	0.854	0.006	0	0.138	0	0	0	0.002	0
"4087"	0.842	0	0	0.158	0	0	0	0	0
"4088"	0.88	0.002	0	0.118	0	0	0	0	0
"4089"	0.994	0	0	0.006	0	0	0	0	0
"4090"	0.978	0	0	0.022	0	0	0	0	0
"4091"	0.95	0	0	0.048	0	0	0	0.002	0
"4092"	1	0	0	0	0	0	0	0	0
"4093"	0.942	0	0	0.058	0	0	0	0	0
"4094"	0.992	0	0	0.008	0	0	0	0	0
"4095"	0.994	0	0	0.006	0	0	0	0	0
"4096"	0.996	0	0	0.004	0	0	0	0	0
"4097"	0.916	0.002	0	0.082	0	0	0	0	0
"4098"	0.952	0	0	0.048	0	0	0	0	0
"4099"	1	0	0	0	0	0	0	0	0
"4100"	0.68	0.012	0.002	0.302	0	0	0	0.004	0
"4101"	0.944	0	0	0.056	0	0	0	0	0
"4102"	0.968	0	0.001996	0.03	0	0	0	0	4e-06
"4103"	0.906	0.002	0	0.092	0	0	0	0	0
"4104"	0.96	0	0	0.04	0	0	0	0	0
"4105"	1	0	0	0	0	0	0	0	0
"4106"	0.994	0	0	0.006	0	0	0	0	0
"4107"	0.994	0	0	0.006	0	0	0	0	0
"4108"	0.856	0.002	0	0.142	0	0	0	0	0
"4109"	0.996	0	0	0.004	0	0	0	0	0
"4110"	0.816	0.004	0	0.18	0	0	0	0	0
"4111"	0.934	0	0.001996	0.064	0	0	0	0	4e-06
"4112"	1	0	0	0	0	0	0	0	0
"4113"	0.99	0.002	0	0.006	0	0	0.001996	0	4e-06
"4114"	0.97	0	0	0.03	0	0	0	0	0
"4115"	0.67	0	0.001996	0.328	0	0	0	0	4e-06
"4116"	0.942	0.004	0	0.052	0	0	0	0.002	0
"4117"	0.88	0	0	0.12	0	0	0	0	0
"4118"	0.612	0.008	0	0.376	0.001996	0	0	0.002	4e-06
"4119"	0.774	0.002	0.003992	0.22	0	0	0	0	8e-06
"4120"	0.902	0.004	0	0.094	0	0	0	0	0
"4121"	0.964	0	0	0.034	0	0	0	0.002	0
"4122"	0.918	0	0.001996	0.08	0	0	0	0	4e-06
"4123"	0.918	0	0.001996	0.08	0	0	0	0	4e-06
"4124"	1	0	0	0	0	0	0	0	0
"4125"	0.998	0	0	0.002	0	0	0	0	0
"4126"	0.886	0	0	0.114	0	0	0	0	0
"4127"	0.98	0	0	0.02	0	0	0	0	0
"4128"	0.788	0	0	0.21	0	0	0	0.002	0
"4129"	0.996	0	0	0.004	0	0	0	0	0
"4130"	0.916	0	0	0.084	0	0	0	0	0
"4131"	0.934	0	0	0.064	0.001996	0	0	0	4e-06
"4132"	1	0	0	0	0	0	0	0	0
"4133"	0.994	0	0	0.006	0	0	0	0	0
"4134"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4135"	0.744	0.004	0.005964	0.242	0	0	0	0.004	3.6e-05
"4136"	0.964	0	0	0.036	0	0	0	0	0
"4137"	0.93	0	0	0.07	0	0	0	0	0
"4138"	0.996	0	0	0.004	0	0	0	0	0
"4139"	0.986	0	0	0.014	0	0	0	0	0
"4140"	0.992	0	0	0.008	0	0	0	0	0
"4141"	0.97	0	0	0.03	0	0	0	0	0
"4142"	0.96	0	0	0.04	0	0	0	0	0
"4143"	0.942	0	0.001996	0.056	0	0	0	0	4e-06
"4144"	0.966	0	0	0.034	0	0	0	0	0
"4145"	0.618	0.006	0	0.374	0	0	0	0.002	0
"4146"	0.976	0	0	0.024	0	0	0	0	0
"4147"	0.918	0.002	0	0.08	0	0	0	0	0
"4148"	0.944	0	0	0.056	0	0	0	0	0
"4149"	0.922	0.002	0	0.074	0	0	0	0.002	0
"4150"	0.994	0	0	0.006	0	0	0	0	0
"4151"	0.974	0	0	0.026	0	0	0	0	0
"4152"	0.938	0.002	0	0.06	0	0	0	0	0
"4153"	0.972	0	0	0.028	0	0	0	0	0
"4154"	0.948	0	0	0.052	0	0	0	0	0
"4155"	0.896	0	0	0.104	0	0	0	0	0
"4156"	0.972	0	0	0.028	0	0	0	0	0
"4157"	0.986	0	0	0.014	0	0	0	0	0
"4158"	0.924	0	0	0.076	0	0	0	0	0
"4159"	0.99	0	0	0.01	0	0	0	0	0
"4160"	0.972	0	0	0.028	0	0	0	0	0
"4161"	0.944	0	0	0.056	0	0	0	0	0
